tweet_id,tweet_created_at,source,original_text,tweet_favorite_count,retweet_count,hashtags,user_mentions,user_mentions_id,topic,keyword,emojis,possibly_sensitive,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,user_id,user_followers_count,user_listed_count,user_favourites_count,user_statuses_count,user_created_at,user_screen_name,place,latitude_corr,longitude_corr,place_coord_boundaries,retweet_tweet_id,retweet_user_id,retweet_user_screen_name,retweet_in_reply_to_screen_name,retweet_in_reply_to_status_id,retweet_in_reply_to_user_id
1295657049909424129,Tue Aug 18 09:41:27 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,214850536,31,0,794,461,Fri Nov 12 11:37:49 +0000 2010,Bolts1964,"Las Vegas, NV",36.1672559,-115.1485163,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656900437082113,Tue Aug 18 09:40:51 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hakham Jose Faur, a remarkable scholar and paragon of Sephardi humanism, whose work deserves to be better known, has passed away. You can read about him here:  
https://t.co/rF6gPAA339",0,5,,YehudahMirsky,[3439497340],Technology,wikipedia,{},,,,,49080232,6509,237,7259,31257,Sat Jun 20 18:45:21 +0000 2009,GershomG,Israel,31.5313113,34.8667654,,1.270759646781997e+18,3439497340.0,YehudahMirsky,1.270759646781997e+18,,
1295656833206681601,Tue Aug 18 09:40:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,923611376639123456,1450,0,20631,6926,Thu Oct 26 18:04:46 +0000 2017,StanBuczak1,United States Of America,39.7837304,-100.4458825,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656818157518850,Tue Aug 18 09:40:32 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@AndyMitten There was a film made about that IFK Gothenburg team about 10 years ago. Never been released in the UK but a mate saw it at a film festival and thought it was great. Been trying to get a copy for a while. Ask him if he's got a DVD he can lend us. https://t.co/5VbmH3zsSZ,0,0,,AndyMitten,[202519434],Technology,wikipedia,{},False,1.2956554384580157e+18,202519434.0,AndyMitten,882540259866808321,4246,17,7108,6875,Wed Jul 05 10:02:49 +0000 2017,TheBlack_Watch,,,,,,,,,,
1295656796955148290,Tue Aug 18 09:40:27 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,388696444,164,1,267,6032,Tue Oct 11 05:48:46 +0000 2011,1RxMichelle,"Gilbert, AZ",33.3527632,-111.7890373,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656787119689729,Tue Aug 18 09:40:24 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Grady_Booch Then: ""Three engineers who signed the jackscrew drawings were convicted."" ( https://t.co/ZopY5Mfocn )

Now: ""“We have learned a lot this year and our company is changing.” ( https://t.co/lOEpqc9jYt )

Hardware liability vs. Software liability.",1,0,,Grady_Booch,[397689316],Technology,wikipedia,{},False,1.295630767880409e+18,397689316.0,Grady_Booch,517997264,354,7,430,4606,Wed Mar 07 22:39:11 +0000 2012,greg_travis,,,,,,,,,,
1295656786075230208,Tue Aug 18 09:40:24 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,47000246,40,5,1197,1725,Sun Jun 14 01:00:03 +0000 2009,sandrahayes4,"Windsor, Ontario",42.317099,-83.0353434,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656770136932352,Tue Aug 18 09:40:20 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,538346534,939,0,122783,29019,Tue Mar 27 17:35:14 +0000 2012,RustyJEST,Florida,27.7567667,-81.4639835,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656768534528000,Tue Aug 18 09:40:20 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Warren39503025 small suggestion -Read ""Bhagavad Gita "" .It predates Bible . it is the utmost treatise of philosophy, duty . birth &amp; death , karma . Not been re written. (note Iam  religious) https://t.co/IZGhWjO0Wt",1,0,,Warren39503025,[1269196150508154880],Technology,wikipedia,{},False,1.2951126867750994e+18,1.269196150508155e+18,Warren39503025,394625694,32,1,617,13,Thu Oct 20 11:22:44 +0000 2011,siriyerji,Madras,13.0801721,80.2838331,,,,,,,
1295656748410458112,Tue Aug 18 09:40:15 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,16569647,256,11,42926,20257,Fri Oct 03 00:21:56 +0000 2008,kkchides,"Florida, USA",27.7567667,-81.4639835,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656731809157126,Tue Aug 18 09:40:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wikipedia asking me to donate a little sum of money breaks my heart because I don't have online banking and I have to close their request🥺,0,0,,,[],Technology,wikipedia,{'\U0001f97a': 'pleading face'},,,,,948038480411557888,1004,1,39235,30651,Tue Jan 02 03:49:22 +0000 2018,seoklinnn,jin's hair,,,,,,,,,
1295656731498803200,Tue Aug 18 09:40:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,11697632,468,4,105730,32088,Mon Dec 31 20:03:06 +0000 2007,Nowist,"Hollywood, Los Angeles",34.0980031,-118.329523,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656700985237504,Tue Aug 18 09:40:04 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great point! Many others should clearly be acknowledged for this victory and many others, past and future, to be achieved! For example https://t.co/F74M3YiZ74 https://t.co/LaQSEQYbWW",0,2,,KristinLauter,[2896124082],Technology,wikipedia,{},,,,,3082163842,4889,126,308,4326,Mon Mar 09 18:19:44 +0000 2015,AWMmath,"Providence, RI",41.8239891,-71.4128343,,1.295621850647507e+18,2896124082.0,KristinLauter,1.295621850647507e+18,,
1295656662481735681,Tue Aug 18 09:39:55 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@bedform @walkhikeaholic @Wikipedia @resophonick @rach0907 @NorthernFell this is just too apposite!,2,0,,"bedform, walkhikeaholic, Wikipedia, resophonick, rach0907, NorthernFell","[267450541, 229778675, 86390214, 143767748, 34895373, 1191989137840246784]",Technology,wikipedia,{},,1.2956367597835756e+18,267450541.0,bedform,979332267431677952,2387,19,125017,67138,Thu Mar 29 12:19:42 +0000 2018,LakesStiles,Cumbria,54.6143136,-2.9420983340597866,,,,,,,
1295656635822559232,Tue Aug 18 09:39:48 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Google Maps can be edited by anyone, just like Wikipedia.",0,432,,elenochle,[942618447443144709],Technology,wikipedia,{},,,,,1640962424,1409,1,94804,40725,Fri Aug 02 17:37:27 +0000 2013,ellen_HealthyHm,,,,,1.2954408396871188e+18,9.426184474431447e+17,elenochle,1.2954408396871188e+18,,
1295656624384860162,Tue Aug 18 09:39:46 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,75903528,386,8,3049,3314,Sun Sep 20 23:33:52 +0000 2009,waynelogic,London UK,51.5073219,-0.1276474,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656620383449088,Tue Aug 18 09:39:45 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lol, so now exclusionists are having such a tiff at pansexual people that they're actually trying to rewrite wikipedia articles.

Like, we said you fuckups had no knowledge of LGBTQIA+ history, but now you have to sully people of colour's history too?

Like, honeys... seriously?",0,2,,charllandsberg,[370941095],Technology,wikipedia,{},,,,,714581463052771328,803,8,60255,52675,Mon Mar 28 22:34:31 +0000 2016,obscuricom,,,,,1.2956547609771827e+18,370941095.0,charllandsberg,1.2956547609771827e+18,,
1295656614817435650,Tue Aug 18 09:39:43 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,2693877206,212,0,10176,11607,Wed Jul 30 20:37:26 +0000 2014,EverythingZebra,U.S.A.,31.1932768,30.0540191,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656551714365441,Tue Aug 18 09:39:28 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@127J_H This took five seconds to find https://t.co/dtvEXxHxLo,0,0,,127J_H,[89557925],Technology,wikipedia,{},False,1.2956561076633354e+18,20466746.0,TomEvansEcho,20466746,1823,30,3622,36792,Mon Feb 09 21:00:24 +0000 2009,TomEvansEcho,Liverpool,53.407154,-2.991665,,,,,,,
1295656513369862145,Tue Aug 18 09:39:19 +0000 2020,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,19,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,567027039,95,2,1514,7138,Mon Apr 30 05:48:58 +0000 2012,amazon1117,"Portland, OR",45.5202471,-122.6741949,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656456071655425,Tue Aug 18 09:39:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,20,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,3078026722,2803,6,259605,50489,Sat Mar 07 20:01:01 +0000 2015,ChikTandoori,"Ohio, USA",40.2253569,-82.6881395,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656392607412224,Tue Aug 18 09:38:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sepguspiral @h_SM0097 I am tbh afraid that blonks will start to hate on hyeyoon for no reason at all.they can be immature and scary.and theres a manhwa called snowdrop too and its on wikipedia.will the drama be based on that manhwa?,0,0,,"sepguspiral, h_SM0097","[1283370347677401090, 1275400119001595904]",Technology,wikipedia,{},,1.2956546238442947e+18,1.283370347677401e+18,sepguspiral,1278296410060775424,1,0,1280,5,Wed Jul 01 11:56:42 +0000 2020,ashinru,,,,,,,,,,
1295656387977138176,Tue Aug 18 09:38:49 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Deutsche Bank is on that list but Wikipedia doesn’t give you any specifics. The specifics are that Deutsche Bank financed the construction of Auschwitz https://t.co/Pad23sLwoN,0,7,,halaljew,[23542279],Technology,wikipedia,{},,,,,1265256742054756352,135,0,1942,6754,Tue May 26 12:25:56 +0000 2020,Cipio3,,,,,1.2955592650217636e+18,23542279.0,halaljew,1.2955592650217636e+18,1.2955576975139676e+18,23542279.0
1295656347481014273,Tue Aug 18 09:38:40 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On @realDonaldTrump's watch, 173,716 Americans have died from #COVID19 (22.3% of all deaths worldwide). That is about the same as 10,857 2015 San Bernardino attacks which killed 16 people in 2015: https://t.co/vfVpmpEL9C",0,20,COVID19,"COVID_Scale, realDonaldTrump","[908781126495305728, 25073877]",Technology,wikipedia,{},,,,,471677441,1438214,5417,17013,62223,Mon Jan 23 04:23:10 +0000 2012,gtconway3d,,,,,1.2956550355867156e+18,9.087811264953057e+17,COVID_Scale,1.2956550355867156e+18,,
1295656319215529984,Tue Aug 18 09:38:33 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@_ashutosharma24 @Wikipedia Even i donated to @Wikipedia. #iloveWikipedia,0,0,iloveWikipedia,"_ashutosharma24, Wikipedia, Wikipedia","[378996687, 86390214, 86390214]",Technology,wikipedia,{},,1.295652843987198e+18,378996687.0,_ashutosharma24,1080529937675612160,0,0,13,37,Wed Jan 02 18:23:07 +0000 2019,IdhantSood,,,,,,,,,,
1295656265134161928,Tue Aug 18 09:38:20 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thanks to the ""Copy as Markdown"" extension (https://t.co/orh4feOb6C) I was able to get a list of all the URLs I have open. There are 92 Google Books, 70 Google searches, 31 Wikipedia pages, 21 https://t.co/HaUE1x2whV, 20 Github repos, 13 items at @UkNatArchives, 12 JSTOR articles",0,0,,UkNatArchives,[55190298],Technology,wikipedia,{},False,1.2956546532589568e+18,3294626002.0,dr_pda,3294626002,169,5,481,1044,Fri May 22 22:55:01 +0000 2015,dr_pda,New Zealand,-41.5000831,172.8344077,,,,,,,
1295656229147152385,Tue Aug 18 09:38:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DeltaPaws I know it's not medieval-fantasy, but would you take 'The Devil's Carnival' as a source? They really don't show much gore at all. One scene, completely fake. The rest is just teaching them lessons of every-day life through a dark-inspired musical.

https://t.co/DENOoo5vAK",0,0,,DeltaPaws,[3660116595],Technology,wikipedia,{},False,1.2956445366398075e+18,3660116595.0,DeltaPaws,3351558238,58,2,2883,4061,Tue Jun 30 03:35:32 +0000 2015,Mika_Vystar,"The Lone Star State, USA",32.792208349999996,-97.31585037332417,,,,,,,
1295656143486943234,Tue Aug 18 09:37:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wikipedia has finally banned me for changing the name of Australia to Racism Island,0,4,,gooch_pube,[855425414331854852],Technology,wikipedia,{},,,,,1055607290802384896,223,0,68637,15658,Thu Oct 25 23:49:25 +0000 2018,jocheebd,ur mom's yard,,,,1.2955295798058435e+18,8.554254143318548e+17,gooch_pube,1.2955295798058435e+18,,
1295656137237372930,Tue Aug 18 09:37:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@_paullay @northumbriana @william_whyte @LivUni Strange the article missed out the story about the suppression of the University of Northampton. Which was founded &amp; then suppressed soon afterwards.  https://t.co/287qRHlUzo,0,0,,"_paullay, northumbriana, william_whyte, LivUni","[192851158, 142366218, 448293434, 18903739]",Technology,wikipedia,{},False,1.295654144192254e+18,192851158.0,_paullay,555303098,3217,29,4,123632,Mon Apr 16 17:58:07 +0000 2012,jfwduffield,"London, UK",51.5073219,-0.1276474,,,,,,,
1295656024817283072,Tue Aug 18 09:37:23 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",What are they passing off as Journalism at Unis these days? A TV personality degree? How to keep your job by sucking up to the Govt of the day thus pleasing #Murdoch and the #ipa? Wikipedia and unsubstantiated rumour passes as adequate research?,2,0,"Murdoch, ipa",,[],Technology,wikipedia,{},,,,,313301124,1806,31,14757,39805,Wed Jun 08 13:05:28 +0000 2011,whitefangdragon,Victoria Australia,-36.5986096,144.6780052,,,,,,,
1295655992433061888,Tue Aug 18 09:37:15 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@RepeatMyError @MelbourneBitter This weird arse thing that seemingly was only taught in Queensland. It helped visualise the tasks we had to do. It's the reason I am close to innumerate.  
https://t.co/COXTPpOPN5",0,0,,"RepeatMyError, MelbourneBitter","[3119673510, 38616852]",Technology,wikipedia,{},False,1.2956552518741647e+18,3119673510.0,RepeatMyError,139342732,3286,56,56419,133526,Sun May 02 09:08:35 +0000 2010,oneplanetmikey,Australia,-24.7761086,134.755,,,,,,,
1295655937441779712,Tue Aug 18 09:37:02 +0000 2020,"<a href=""https://vasilis.nl/it-is-1337/"" rel=""nofollow"">It is 1337 somewhere</a>","It is 13:37 in Tbilisi 
https://t.co/Ai6wWNY6xl",0,0,,,[],Technology,wikipedia,{},False,,,,3719180181,59,5,0,58099,Sun Sep 20 16:12:34 +0000 2015,it_is_1337,All time zones,,,,,,,,,
1295655756268806150,Tue Aug 18 09:36:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wikipedia says height is 6 feet..Then changes to 5 feet 10 inches..How!? Who!? Why!?..Where is #CBIForSushant
#CBIForSSR",0,0,"CBIForSushant, CBIForSSR",,[],Technology,wikipedia,{},,,,,2884821762,65,0,5783,10418,Fri Oct 31 11:20:17 +0000 2014,ronensolo,,,,,,,,,,
1295655723288932352,Tue Aug 18 09:36:11 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",User:K H Scienza/sandbox was just added to the Technology category on Wikipedia. https://t.co/RdGCzkiOvg,0,0,,,[],Technology,wikipedia,{},False,,,,916331384041623552,303,4,100,31460,Fri Oct 06 15:56:41 +0000 2017,maker_iot_tr,"İstanbul, Türkiye",41.0096334,28.9651646,,,,,,,
1295655719933562885,Tue Aug 18 09:36:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Daily Mail is banned by Wikipedia as source for ""poor fact checking... and flat-out fabrication"" and Microsoft's fact-check plugin tool warns Daily Mail ""fails basic standards of accuracy and accountability""

If you read the Daily Mail you are, by definition, misinformed.",0,4695,,RussInCheshire,[498753368],Technology,wikipedia,{},,,,,20716004,308,1,2675,7364,Thu Feb 12 20:46:22 +0000 2009,islayroses,,,,,1.1965398626456453e+18,498753368.0,RussInCheshire,1.1965398626456453e+18,,
1295655665491378176,Tue Aug 18 09:35:57 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Deutsche Bank is on that list but Wikipedia doesn’t give you any specifics. The specifics are that Deutsche Bank financed the construction of Auschwitz https://t.co/Pad23sLwoN,0,7,,halaljew,[23542279],Technology,wikipedia,{},,,,,430097374,5425,27,26086,46862,Tue Dec 06 19:19:57 +0000 2011,alimjanovitch,Москва,55.7504461,37.6174943,,1.2955592650217636e+18,23542279.0,halaljew,1.2955592650217636e+18,1.2955576975139676e+18,23542279.0
